TOP,SCORE,ARM_CODART,ART_NOMBRE,PRINCIPIO_ACTIVO,FRACCION_MEDINA,COD_PROD_DIGEMID,NOMBRE_DIGEMID,CONCENT_DIGEMID,IFA_DIGEMID,FRACCION_DIGEMID
2,0.8923,2099468.0,AZITROMAC 200mg/5mlx30ml SUSP,AZITROMICINA JARABE,1.0,60653,AZITROMAC,200 mg/ 5 mL,AZITROMICINA DIHIDRATO,1
1,0.8675,2101135.0,FLAVOXIL 200mg x 20 TAB,<NINGUNO>,20.0,53913,FLAVOXIL,200 mg,FLAVOXATO CLORHIDRATO,20
2,0.8675,2101135.0,FLAVOXIL 200mg x 20 TAB,<NINGUNO>,20.0,61633,FLAVOXIL,200 mg,FLAVOXATO CLORHIDRATO,20
1,0.8029,2101242.0,FERROSIL 50mg JBE x 100ml,<NINGUNO>,1.0,49213,FERROSIL,100 mg/ 5 mL,COMPLEJO DE HIDROXIDO DE HIERRO (III) POLIMALTOSO,1
1,0.8471,2104798.0,ACICLAV 500mg (AMOXI + AC.CLAV) x 14 TAB,AMOXICILINA + ACIDO CLAV. - TABLETA,14.0,50566,ACICLAV,500 mg + 125 mg,AMOXICILINA + CLAVULANATO POTASICO,14
2,0.8471,2104798.0,ACICLAV 500mg (AMOXI + AC.CLAV) x 14 TAB,AMOXICILINA + ACIDO CLAV. - TABLETA,14.0,55162,ACICLAV,500 mg + 125 mg,AMOXICILINA + CLAVULANATO POTASICO,14
3,0.832,2104798.0,ACICLAV 500mg (AMOXI + AC.CLAV) x 14 TAB,AMOXICILINA + ACIDO CLAV. - TABLETA,14.0,46830,ACICLAV,500 mg + 125 mg,AMOXICILINA TRIHIDRATO + CLAVULANATO POTASICO,14
1,0.9714,2106819.0,RISPERIDONA 2mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,39626,RISPERIDONA,2 mg,RISPERIDONA,20
2,0.9714,2106819.0,RISPERIDONA 2mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,51675,RISPERIDONA,2 mg,RISPERIDONA,20
3,0.9714,2106819.0,RISPERIDONA 2mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,52247,RISPERIDONA,2 mg,RISPERIDONA,20
1,0.9323,2107284.0,OMEPRAZOL 40mg x 1 AMP - DANY,OMEPRAZOL AMP,1.0,50370,OMEPRAZOL,40 mg,OMEPRAZOL SODICO,1
2,0.9323,2107284.0,OMEPRAZOL 40mg x 1 AMP - DANY,OMEPRAZOL AMP,1.0,51519,OMEPRAZOL,40 mg,OMEPRAZOL SODICO,1
3,0.9323,2107284.0,OMEPRAZOL 40mg x 1 AMP - DANY,OMEPRAZOL AMP,1.0,53334,OMEPRAZOL,40 mg,OMEPRAZOL SODICO,1
1,0.9124,2109298.0,LEVOCTRIM 500mg x 10 TABLETAS,LEVOFLOXACINO 500MG - TAB,10.0,49536,LEVOCTRIM,500 mg,LEVOFLOXACINO HEMIHIDRATO,10
2,0.8624,2109298.0,LEVOCTRIM 500mg x 10 TABLETAS,LEVOFLOXACINO 500MG - TAB,10.0,47697,LEVOCTRIM,500 mg,LEVOFLOXACINO HEMIHIDRATO,100
3,0.8624,2109298.0,LEVOCTRIM 500mg x 10 TABLETAS,LEVOFLOXACINO 500MG - TAB,10.0,47772,LEVOCTRIM,500 mg,LEVOFLOXACINO HEMIHIDRATO,100
1,0.9714,2114919.0,DESAZONA 4mg x 10 TAB (DEXAMETASONA),DEXAMETASONA TABLETAS,10.0,45062,DESAZONA,4 mg,DEXAMETASONA,10
2,0.9714,2114919.0,DESAZONA 4mg x 10 TAB (DEXAMETASONA),DEXAMETASONA TABLETAS,10.0,50523,DESAZONA,4 mg,DEXAMETASONA,10
3,0.9214,2114919.0,DESAZONA 4mg x 10 TAB (DEXAMETASONA),DEXAMETASONA TABLETAS,10.0,38611,DEXAMETASONA,4 mg,DEXAMETASONA,100
1,0.8357,2115605.0,LIDOCAINA 2% S/PRESERV. FCO x 20ML,<NINGUNO>,1.0,37844,LIDOCAINA,2 %,LIDOCAINA CLORHIDRATO,25
1,0.8789,2117619.0,METRONIDAZOL 500mg/100ml AMP - PHARMAGEN,<NINGUNO>,1.0,38396,METRONIDAZOL,500 mg/ 100 mL,METRONIDAZOL,1
1,1.0778,2120463.0,GRAVOL CB 50mg x 100 CAP BLANDA,DIMENHIDRINATO - TABLETA,100.0,37399,GRAVOL CB,50 mg,DIMENHIDRINATO,100
2,1.0778,2120463.0,GRAVOL CB 50mg x 100 CAP BLANDA,DIMENHIDRINATO - TABLETA,100.0,40840,GRAVOL,50 mg,DIMENHIDRINATO,100
3,1.0278,2120463.0,GRAVOL CB 50mg x 100 CAP BLANDA,DIMENHIDRINATO - TABLETA,100.0,35580,GRAVOL CB,50 mg,DIMENHIDRINATO,10
1,0.8866,2122691.0,TOPICTAL 25mg x 28 COMPRIMIDOS,<NINGUNO>,28.0,39937,TOPICTAL,25 mg,TOPIRAMATO,28
2,0.8422,2122691.0,TOPICTAL 25mg x 28 COMPRIMIDOS,<NINGUNO>,28.0,41607,TOPICTAL,50 mg,TOPIRAMATO,28
1,1.0333,2124491.0,UROFURIN 25mg/5ml x 120ml SUSPENSION,NITROFURANTOINA - TABLETA,1.0,37134,UROFURIN,25 mg/ 5 mL,NITROFURANTOINA,1
2,1.0333,2124491.0,UROFURIN 25mg/5ml x 120ml SUSPENSION,NITROFURANTOINA - TABLETA,1.0,58283,UROFURIN,25 mg/ 5 mL,NITROFURANTOINA,1
3,0.95,2124491.0,UROFURIN 25mg/5ml x 120ml SUSPENSION,NITROFURANTOINA - TABLETA,1.0,41133,UROFURIN,100 mg,NITROFURANTOINA,120
1,0.8787,2125070.0,PONARIS 750mg x 5 COMPRIMIDOS,<NINGUNO>,5.0,42088,PONARIS,750 mg,LEVOFLOXACINO HEMIHIDRATO,5
1,0.9652,2128633.0,VALCOTE ER 500mg x 30 TAB,ACIDO VALPROICO 500MG TAB,30.0,45639,VALCOTE ER,500 mg,VALPROATO SEMISODICO,30
2,0.9652,2128633.0,VALCOTE ER 500mg x 30 TAB,ACIDO VALPROICO 500MG TAB,30.0,60540,VALCOTE ER,500 mg,VALPROATO SEMISODICO,30
3,0.9288,2128633.0,VALCOTE ER 500mg x 30 TAB,ACIDO VALPROICO 500MG TAB,30.0,45638,VALCOTE ER,250 mg,VALPROATO SEMISODICO,30
1,0.8233,2129961.0,METAMIZOL SODICO 1gr/2ml x 100 AMP - LABOT,<NINGUNO>,100.0,51654,METAMIZOL,1 g/ 2 mL,METAMIZOL DE SODIO,100
2,0.8233,2129961.0,METAMIZOL SODICO 1gr/2ml x 100 AMP - LABOT,<NINGUNO>,100.0,54431,METAMIZOL SODICO,1 g/ 2 mL,METAMIZOL DE SODIO,100
1,0.8183,2132377.0,DIMENHIDRINATO 50mg/5ml x 50 AMP - DANY,<NINGUNO>,50.0,40228,DIMENHIDRINATO,50 mg,DIMENHIDRINATO,100
2,0.8008,2132377.0,DIMENHIDRINATO 50mg/5ml x 50 AMP - DANY,<NINGUNO>,50.0,35031,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,50
3,0.8008,2132377.0,DIMENHIDRINATO 50mg/5ml x 50 AMP - DANY,<NINGUNO>,50.0,39346,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,50
1,0.9077,2135619.0,VOLUSOL 2% CREMA VAGINAL 15gr C/APLICADOR,<NINGUNO>,1.0,38667,VOLUSOL,2 %,BUTOCONAZOL NITRATO,1
2,0.9077,2135619.0,VOLUSOL 2% CREMA VAGINAL 15gr C/APLICADOR,<NINGUNO>,1.0,60546,VOLUSOL,2 %,BUTOCONAZOL NITRATO,1
1,0.8631,2135726.0,CELEXIA 200mg x 100 CAP,<NINGUNO>,100.0,42000,CELEXIA,200 mg,CELECOXIB,100
1,0.9118,2136084.0,FUNCADEN OVULOS 600mg x 1 UND,<NINGUNO>,1.0,37640,FUNCADEN,600 mg,ISOCONAZOL NITRATO,1
1,0.9382,2136191.0,FUNCADEN 1% CREMA x 20gr,<NINGUNO>,1.0,40012,FUNCADEN,1 %,ISOCONAZOL,1
2,0.93,2136191.0,FUNCADEN 1% CREMA x 20gr,<NINGUNO>,1.0,50643,FUNCADEN,1 %,ISOCONAZOL NITRATO,1
1,0.8152,2136298.0,GABAPENTINA 300mg x 100 TAB - IQ FARMA,<NINGUNO>,100.0,39384,GABAPENTINA,300 mg,GABAPENTINA,100
2,0.8152,2136298.0,GABAPENTINA 300mg x 100 TAB - IQ FARMA,<NINGUNO>,100.0,41551,GABAPENTINA,300 mg,GABAPENTINA,100
3,0.8152,2136298.0,GABAPENTINA 300mg x 100 TAB - IQ FARMA,<NINGUNO>,100.0,41692,GABAPENTINA,300 mg,GABAPENTINA,100
1,0.8833,2139861.0,PATADINE PLUS 0.2% SOL. OFTALMICA FCO x 5ml,<NINGUNO>,1.0,42178,PATADINE PLUS,0.2 %,OLOPATADINA CLORHIDRATO,1
2,0.8833,2139861.0,PATADINE PLUS 0.2% SOL. OFTALMICA FCO x 5ml,<NINGUNO>,1.0,46149,PATADINE PLUS,0.2 %,OLOPATADINA CLORHIDRATO,1
3,0.8833,2139861.0,PATADINE PLUS 0.2% SOL. OFTALMICA FCO x 5ml,<NINGUNO>,1.0,55809,PATADINE PLUS,0.2 %,OLOPATADINA CLORHIDRATO,1
1,0.8725,2142384.0,TRINALER 200mg/5ml SUSP. ORAL,<NINGUNO>,1.0,34989,TRINALER,200 mg/ 5 mL,ACICLOVIR,1
1,0.8631,2143826.0,ZIPRAL 400mg CAJA x 10 CAP,<NINGUNO>,10.0,37656,ZIPRAL,400 mg,CELECOXIB,10
1,0.8866,2144619.0,XILEVA 20mg CAJA x 1 TAB,<NINGUNO>,1.0,56279,XILEVA,20 mg,TADALAFILO,1
2,0.8866,2144619.0,XILEVA 20mg CAJA x 1 TAB,<NINGUNO>,1.0,61491,XILEVA,20 mg,TADALAFILO,1
1,0.9778,2147098.0,GASTROPRAZOL 20mg x 30 CAP,OMEPRAZOL CAPSULA,30.0,39398,GASTROPRAZOL,20 mg,OMEPRAZOL,30
1,1.0615,2147533.0,DOLOCORT 1% GEL TOPICO TBO x 30gr,DICLOFENACO - GEL,1.0,47411,DOLOCORT,1 %,DICLOFENACO DIETILAMINA,1
1,0.9,2147640.0,BIPERIDENO 2mg x 100TAB - IQ FARMA,BIPERIDENO 2MG.TABLETAS,100.0,20714,BIPERIDENO,2 mg,BIPERIDENO CLORHIDRATO,100
2,0.9,2147640.0,BIPERIDENO 2mg x 100TAB - IQ FARMA,BIPERIDENO 2MG.TABLETAS,100.0,38154,BIPERIDENO,2 mg,BIPERIDENO CLORHIDRATO,100
3,0.9,2147640.0,BIPERIDENO 2mg x 100TAB - IQ FARMA,BIPERIDENO 2MG.TABLETAS,100.0,39322,BIPERIDENO,2 mg,BIPERIDENO CLORHIDRATO,100
1,1.0,2155091.0,CLOTRIMAZOL 1% CREMA x 20gr - AC FARMA,CLOTRIMAZOL - CREMA,1.0,35447,CLOTRIMAZOL,1 %,CLOTRIMAZOL,1
2,1.0,2155091.0,CLOTRIMAZOL 1% CREMA x 20gr - AC FARMA,CLOTRIMAZOL - CREMA,1.0,40026,CLOTRIMAZOL,1 %,CLOTRIMAZOL,1
3,1.0,2155091.0,CLOTRIMAZOL 1% CREMA x 20gr - AC FARMA,CLOTRIMAZOL - CREMA,1.0,40278,CLOTRIMAZOL,1 %,CLOTRIMAZOL,1
1,0.9125,2155526.0,ALVIERA 0.1% GEL TUBO x 30gr,<NINGUNO>,1.0,41486,ALVIERA,0.1 %,ADAPALENO,1
2,0.9125,2155526.0,ALVIERA 0.1% GEL TUBO x 30gr,<NINGUNO>,1.0,41539,ALVIERA,0.1 %,ADAPALENO,1
1,0.8942,2156854.0,VALPRAX 250mg JBE x 120ml,ACIDO VALPROICO 250MG,1.0,43694,VALPRAX,250 mg/ 5 mL,VALPROATO SODICO,1
2,0.8851,2156854.0,VALPRAX 250mg JBE x 120ml,ACIDO VALPROICO 250MG,1.0,11172,VALPRAX,200 mg/ mL,VALPROATO SODICO,1
3,0.8851,2156854.0,VALPRAX 250mg JBE x 120ml,ACIDO VALPROICO 250MG,1.0,34611,VALPRAX,200 mg/ mL,VALPROATO SODICO,1
1,0.8714,2157647.0,CIPROFLOXACINO 200mg/100ml AMP - GP PHARM,<NINGUNO>,1.0,47413,CIPROFLOXACINO,200 mg/ 100 mL,CIPROFLOXACINO,1
1,0.8241,2158119.0,CORIFAN GOTAS FCO x 20ml,<NINGUNO>,1.0,58411,CORIFAN,10 mg/ mL,CLORFENAMINA MALEATO,1
2,0.8164,2158119.0,CORIFAN GOTAS FCO x 20ml,<NINGUNO>,1.0,46843,CORIFAN,2 mg/ 5 mL,CLORFENAMINA MALEATO,1
3,0.8164,2158119.0,CORIFAN GOTAS FCO x 20ml,<NINGUNO>,1.0,60293,CORIFAN,2 mg/ 5 mL,CLORFENAMINA MALEATO,1
1,0.91,2158226.0,MUPIRODAL 2% UNGÜENTO x 15gr,<NINGUNO>,1.0,56715,MUPIRODAL,2 %,MUPIROCINA CALCICA,1
2,0.9088,2158226.0,MUPIRODAL 2% UNGÜENTO x 15gr,<NINGUNO>,1.0,47851,MUPIRODAL,2 %,MUPIROCINA,1
1,0.9488,2158547.0,MERIFAR 4mg/ml GOTAS ORALES x 15ml,METOCLOPRAMIDA AMPOLLA,1.0,35750,MERIFAR,4 mg/ mL,METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO,1
2,0.9076,2158547.0,MERIFAR 4mg/ml GOTAS ORALES x 15ml,METOCLOPRAMIDA AMPOLLA,1.0,37006,MERIFAR,10 mg/ 2 mL,METOCLOPRAMIDA CLORHIDRATO MONOHIDRATO,5
1,0.9615,2158975.0,SUCRALMAX SUSP. x 200ml,SUCRALFATO,1.0,43982,SUCRALMAX,1 g/ 5 mL,SUCRALFATO,1
1,0.8226,2159019.0,GINNA CREMA VAGINAL x 40gr + 7 APLICADORES,<NINGUNO>,1.0,48191,GINNA,0.02 g/ g,FENTICONAZOL NITRATO,1
1,0.8382,2159340.0,CODIPRONT EXPECTORANTE FCO x 60ml,CODEINA 222.21MG SUSP,1.0,49400,CODIPRONT,11.11 mg + 3.67 mg/ 5 mL,CODEINA RESINATO + FENILTOLOXAMINA RESINATO,1
2,0.8382,2159340.0,CODIPRONT EXPECTORANTE FCO x 60ml,CODEINA 222.21MG SUSP,1.0,53269,CODIPRONT,11.11 mg + 3.67 mg/ 5 mL,CODEINA RESINATO + FENILTOLOXAMINA RESINATO,1
3,0.8295,2159340.0,CODIPRONT EXPECTORANTE FCO x 60ml,CODEINA 222.21MG SUSP,1.0,49399,CODIPRONT EXPECTORANTE,11.11 mg + 3.67 mg + 55.55 mg/ 5 mL,CODEINA RESINATO + FENILTOLOXAMINA + GUAIFENESINA,1
1,0.9271,2162291.0,GLICENEX SR 750mg x 30 TAB,GLIBENCLAMIDA - TABLETA,30.0,39985,GLICENEX SR,750 mg,CLORHIDRATO DE METFORMINA,30
2,0.8907,2162291.0,GLICENEX SR 750mg x 30 TAB,GLIBENCLAMIDA - TABLETA,30.0,37400,GLICENEX SR,500 mg,CLORHIDRATO DE METFORMINA,30
3,0.8907,2162291.0,GLICENEX SR 750mg x 30 TAB,GLIBENCLAMIDA - TABLETA,30.0,41807,GLICENEX,500 mg,CLORHIDRATO DE METFORMINA,30
1,0.8325,2164091.0,TRANSAMIN 10% (1gr/10ml) AMP,<NINGUNO>,1.0,37168,TRANSAMIN,1 g/ 10 mL,ACIDO TRANEXAMICO,1
1,0.8917,2164954.0,KETOROLACO 60mg/2ml x 25 AMP - (KETANEN),KETOROLACO - AMPOLLA,25.0,56189,KETOROLACO,60 mg/ 2 mL,KETOROLACO TROMETAMINA,25
2,0.8417,2164954.0,KETOROLACO 60mg/2ml x 25 AMP - (KETANEN),KETOROLACO - AMPOLLA,25.0,51996,KETOROLACO,60 mg/ 2 mL,KETOROLACO TROMETAMINA,100
3,0.8417,2164954.0,KETOROLACO 60mg/2ml x 25 AMP - (KETANEN),KETOROLACO - AMPOLLA,25.0,57679,KETOROLACO,60 mg/ 2 mL,KETOROLACO TROMETAMINA,10
1,0.9167,2165212.0,CORTIFLEX 0.025% x 60gr CREMA,<NINGUNO>,1.0,53340,CORTIFLEX,0.025 %,TRIAMCINOLONA ACETONIDO,1
2,0.9167,2165212.0,CORTIFLEX 0.025% x 60gr CREMA,<NINGUNO>,1.0,56792,CORTIFLEX,0.025 %,TRIAMCINOLONA ACETONIDO,1
3,0.9167,2165212.0,CORTIFLEX 0.025% x 60gr CREMA,<NINGUNO>,1.0,60385,CORTIFLEX,0.025 %,TRIAMCINOLONA ACETONIDO,1
1,1.0,2166968.0,PARASITEL SUSP x 5 FCOS x 10ml C/U,ALBENDAZOL JARABE,5.0,37525,PARASITEL,400 mg/ 10 mL,ALBENDAZOL,5
2,0.93,2166968.0,PARASITEL SUSP x 5 FCOS x 10ml C/U,ALBENDAZOL JARABE,5.0,35680,PARASITEL,200 mg,ALBENDAZOL,60
3,0.93,2166968.0,PARASITEL SUSP x 5 FCOS x 10ml C/U,ALBENDAZOL JARABE,5.0,38430,PARASITEL,200 mg,ALBENDAZOL,100
1,0.8524,2172298.0,DROXILAR 250mg x 60ml SUSPENSION,<NINGUNO>,1.0,36907,DROXILAR,250 mg/ 5 mL,CEFADROXILO MONOHIDRATO,1
2,0.8524,2172298.0,DROXILAR 250mg x 60ml SUSPENSION,<NINGUNO>,1.0,56251,DROXILAR,250 mg/ 5 mL,CEFADROXILO MONOHIDRATO,1
3,0.8524,2172298.0,DROXILAR 250mg x 60ml SUSPENSION,<NINGUNO>,1.0,57295,DROXILAR,250 mg/ 5 mL,CEFADROXILO MONOHIDRATO,1
1,0.8,2172947.0,ESPIRONOLACTONA 100mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,38287,ESPIRONOLACTONA,100 mg,ESPIRONOLACTONA,100
2,0.8,2172947.0,ESPIRONOLACTONA 100mg x 100 TAB - AC FARMA,<NINGUNO>,100.0,48175,ESPIRONOLACTONA,100 mg,ESPIRONOLACTONA,100
1,0.9278,2173198.0,ARTRIFLAM 15mg x 30 TAB,MELOXICAM - TABLETAS,30.0,56038,ARTRIFLAM,15 mg,MELOXICAM,100
1,0.9088,2177768.0,MUPIBIOT 2% UNGUENTO x 15gr,<NINGUNO>,1.0,50804,MUPIBIOT,2 %,MUPIROCINA,1
1,0.8088,2177875.0,PRODERMIC 0.10% UNGTO x 10gr,<NINGUNO>,1.0,41522,PRODERMIC,0.1 %,TACROLIMUS,1
1,0.9961,2178240.0,AZITROMICINA 500mg x 30 TAB - AC FARMA,AZITROMICINA TABLETA,30.0,44125,AZITROMICINA,500 mg,AZITROMICINA DIHIDRATO,3
2,0.9818,2178240.0,AZITROMICINA 500mg x 30 TAB - AC FARMA,AZITROMICINA TABLETA,30.0,39027,AZITROMICINA,500 mg,AZITROMICINA,30
3,0.9461,2178240.0,AZITROMICINA 500mg x 30 TAB - AC FARMA,AZITROMICINA TABLETA,30.0,35662,AZITROMICINA,500 mg,AZITROMICINA DIHIDRATO,30
1,1.0524,2178347.0,CEFALEXINA 250mg FCO x 60ml - AC FARMA,CEFALEXINA JARABE,1.0,33891,CEFALEXINA,250 mg/ 5 mL,CEFALEXINA,1
2,0.9107,2178347.0,CEFALEXINA 250mg FCO x 60ml - AC FARMA,CEFALEXINA JARABE,1.0,37135,CEFALEXINA,250 mg/ 5 mL,CEFALEXINA MONOHIDRATO,1
3,0.9107,2178347.0,CEFALEXINA 250mg FCO x 60ml - AC FARMA,CEFALEXINA JARABE,1.0,41547,CEFALEXINA,250 mg/ 5 mL,CEFALEXINA MONOHIDRATO,1
1,0.8556,2178454.0,DEFLAZACORT 30mg x 10 TAB - AC FARMA,<NINGUNO>,10.0,35387,DEFLAZACORT,30 mg,DEFLAZACORT,10
2,0.8556,2178454.0,DEFLAZACORT 30mg x 10 TAB - AC FARMA,<NINGUNO>,10.0,54394,DEFLAZACORT,30 mg,DEFLAZACORT,10
3,0.8056,2178454.0,DEFLAZACORT 30mg x 10 TAB - AC FARMA,<NINGUNO>,10.0,54012,DEFLAZACORT,30 mg,DEFLAZACORT,30
1,0.8694,2178561.0,TIAZID 25mg x 30 TABLETAS,<NINGUNO>,30.0,40514,TIAZID,25 mg,HIDROCLOROTIAZIDA,30
2,0.8371,2178561.0,TIAZID 25mg x 30 TABLETAS,<NINGUNO>,30.0,42302,TIAZID,12.5 mg,HIDROCLOROTIAZIDA,30
3,0.825,2178561.0,TIAZID 25mg x 30 TABLETAS,<NINGUNO>,30.0,56495,TIAZID,50 mg,HIDROCLOROTIAZIDA,30
1,0.95,2178668.0,BETAMETASONA CREMA 0.05%x 20gr - AC FARMA,BETAMETASONA CREMA,1.0,1467,BETAMETASONA,0.05 %,BETAMETASONA DIPROPIONATO,1
2,0.95,2178668.0,BETAMETASONA CREMA 0.05%x 20gr - AC FARMA,BETAMETASONA CREMA,1.0,31093,BETAMETASONA,0.05 %,BETAMETASONA DIPROPIONATO,1
3,0.95,2178668.0,BETAMETASONA CREMA 0.05%x 20gr - AC FARMA,BETAMETASONA CREMA,1.0,31106,BETAMETASONA,0.05 %,BETAMETASONA DIPROPIONATO,1
1,0.9059,2179247.0,CLIXDIN OVULOS 100mg x 7 UND,<NINGUNO>,7.0,38529,CLIXDIN,100 mg,CLINDAMICINA FOSFATO,7
1,0.9652,2179354.0,SILDENAFILO 100mg x 1 TAB - MARFAN,SILDENAFILO 100MG - TABLETA,1.0,40306,SILDENAFILO,100 mg,SILDENAFILO CITRATO,4
2,0.9152,2179354.0,SILDENAFILO 100mg x 1 TAB - MARFAN,SILDENAFILO 100MG - TABLETA,1.0,40208,SILDENAFILO,100 mg,SILDENAFILO CITRATO,1
3,0.9152,2179354.0,SILDENAFILO 100mg x 1 TAB - MARFAN,SILDENAFILO 100MG - TABLETA,1.0,42316,SILDENAFILO,100 mg,SILDENAFILO CITRATO,1
1,0.925,2185868.0,AMIKACINA 500mg x 10 AMP - MEDIFARMA,AMIKACINA AMPOLLA,10.0,50875,AMIKACINA,500 mg/ 2 mL,AMIKACINA,10
2,0.925,2185868.0,AMIKACINA 500mg x 10 AMP - MEDIFARMA,AMIKACINA AMPOLLA,10.0,58882,AMIKACINA,500 mg/ 2 mL,AMIKACINA,10
3,0.8795,2185868.0,AMIKACINA 500mg x 10 AMP - MEDIFARMA,AMIKACINA AMPOLLA,10.0,34437,AMIKACINA,500 mg/ 2 mL,AMIKACINA SULFATO,10
1,0.896,2185975.0,ESPIRONE 25mg x 20 TABLETAS,<NINGUNO>,20.0,42864,ESPIRONE,25 mg,ESPIRONOLACTONA,20
2,0.846,2185975.0,ESPIRONE 25mg x 20 TABLETAS,<NINGUNO>,20.0,43798,ESPIRONE,25 mg,ESPIRONOLACTONA,100
1,0.9611,2187026.0,SILDENAFILO 50mg x 1 TAB - MARFAN,SILDENAFILO 50MG - TABLETA,1.0,10017,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
2,0.9611,2187026.0,SILDENAFILO 50mg x 1 TAB - MARFAN,SILDENAFILO 50MG - TABLETA,1.0,40232,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
3,0.9278,2187026.0,SILDENAFILO 50mg x 1 TAB - MARFAN,SILDENAFILO 50MG - TABLETA,1.0,41836,SILDENAFILO,50 mg,SILDENAFILO,50
1,0.8049,2187561.0,ACNECLIN AP 100mg x 30 CAP,<NINGUNO>,30.0,40500,ACNECLIN 100 AP,100 mg,MINOCICLINA CLORHIDRATO,30
1,1.0,2187668.0,MIXEL 2% SUSP x 30 ml,NITAZOXANIDA,1.0,49442,MIXEL,2 %,NITAZOXANIDA,1
2,1.0,2187668.0,MIXEL 2% SUSP x 30 ml,NITAZOXANIDA,1.0,49443,MIXEL,2 %,NITAZOXANIDA,1
3,0.8423,2187668.0,MIXEL 2% SUSP x 30 ml,NITAZOXANIDA,1.0,47391,MIXEL,500 mg,NITAZOXANIDA,6
1,0.8833,2188033.0,PREGABALINA 75mg x 30 CAP - GENFAR,<NINGUNO>,30.0,38789,PREGABALINA,75 mg,PREGABALINA,30
2,0.8833,2188033.0,PREGABALINA 75mg x 30 CAP - GENFAR,<NINGUNO>,30.0,60299,PREGABALINA,75 mg,PREGABALINA,30
3,0.8833,2188033.0,PREGABALINA 75mg x 30 CAP - GENFAR,<NINGUNO>,30.0,61485,PREGABALINA,75 mg,PREGABALINA,30
1,0.8329,2188140.0,CARBIDOPA/LEVODOPA 25/250mg x 30TAB - GEN FAR,<NINGUNO>,30.0,38785,CARBIDOPA/LEVODOPA,25 mg + 250 mg,CARBIDOPA + LEVODOPA,30
2,0.8329,2188140.0,CARBIDOPA/LEVODOPA 25/250mg x 30TAB - GEN FAR,<NINGUNO>,30.0,60309,CARBIDOPA/LEVODOPA,25 mg + 250 mg,CARBIDOPA + LEVODOPA,30
1,0.8803,2188675.0,XILEVA 5mg CAJA x 30 CAP,<NINGUNO>,30.0,38828,XILEVA,5 mg,TADALAFILO,30
2,0.8803,2188675.0,XILEVA 5mg CAJA x 30 CAP,<NINGUNO>,30.0,61566,XILEVA,5 mg,TADALAFILO,30
1,0.8833,2192098.0,PLENICA 75mg x 30 CAP,<NINGUNO>,30.0,34588,PLENICA,75 mg,PREGABALINA,30
2,0.8833,2192098.0,PLENICA 75mg x 30 CAP,<NINGUNO>,30.0,52261,PLENICA,75 mg,PREGABALINA,30
1,0.8076,2194226.0,FERROSIL GOTAS x 20 ML,<NINGUNO>,1.0,39006,FERROSIL,50 mg/ mL,HIERRO (III) POLIMALTOSA,1
2,0.8076,2194226.0,FERROSIL GOTAS x 20 ML,<NINGUNO>,1.0,61667,FERROSIL,50 mg/ mL,HIERRO (III) POLIMALTOSA,1
1,0.9152,2194440.0,NEUROPENTIN 300mg CAJA x 20 CAP,<NINGUNO>,20.0,42257,NEUROPENTIN,300 mg,GABAPENTINA,20
2,0.8788,2194440.0,NEUROPENTIN 300mg CAJA x 20 CAP,<NINGUNO>,20.0,45044,NEUROPENTIN,400 mg,GABAPENTINA,20
3,0.8788,2194440.0,NEUROPENTIN 300mg CAJA x 20 CAP,<NINGUNO>,20.0,51006,NEUROPENTIN,600 mg,GABAPENTINA,20
1,0.8256,2198254.0,PLENICA 150mg x 30 CAP,<NINGUNO>,30.0,34588,PLENICA,75 mg,PREGABALINA,30
2,0.8256,2198254.0,PLENICA 150mg x 30 CAP,<NINGUNO>,30.0,52261,PLENICA,75 mg,PREGABALINA,30
1,0.8943,2201035.0,CEBROCAL 500mg x 10 TAB,<NINGUNO>,10.0,49164,CEBROCAL,500 mg,CDP-COLINA SODICA,10
1,0.8643,2205926.0,CLINDESS DUO x 30 OVULOS,CLINDAMICINA TABLETA,30.0,50419,CLINDESS DUO,100 mg + 400 mg,CLINDAMICINA FOSFATO,30
2,0.85,2205926.0,CLINDESS DUO x 30 OVULOS,CLINDAMICINA TABLETA,30.0,57066,CLINDESS,600 mg/ 4 mL,CLINDAMICINA,25
3,0.8143,2205926.0,CLINDESS DUO x 30 OVULOS,CLINDAMICINA TABLETA,30.0,37343,CLINDESS,2 %,CLINDAMICINA FOSFATO,1
1,0.9,2206070.0,DOLOMAX PLUS x 100 TAB,IBUPROFENO 400MG.TABLETA,100.0,35546,DOLOMAX,200 mg,IBUPROFENO,100
2,0.9,2206070.0,DOLOMAX PLUS x 100 TAB,IBUPROFENO 400MG.TABLETA,100.0,37398,DOLOMAX,400 mg,IBUPROFENO,100
3,0.85,2206070.0,DOLOMAX PLUS x 100 TAB,IBUPROFENO 400MG.TABLETA,100.0,35511,DOLOMAX,400 mg,IBUPROFENO,20
