TOP,SCORE,ARM_CODART,ART_NOMBRE,PRINCIPIO_ACTIVO,FRACCION_MEDINA,COD_PROD_DIGEMID,NOMBRE_DIGEMID,CONCENT_DIGEMID,IFA_DIGEMID,FRACCION_DIGEMID
1,0.95,1650733.0,ACICLOVIR AL 5% CREMA x 5gr - PORTUGAL,ACICLOVIR CREMA,12.0,33775,ACICLOVIR,5 %,ACICLOVIR,1
2,0.95,1650733.0,ACICLOVIR AL 5% CREMA x 5gr - PORTUGAL,ACICLOVIR CREMA,12.0,40290,ACICLOVIR,5 %,ACICLOVIR,1
3,0.95,1650733.0,ACICLOVIR AL 5% CREMA x 5gr - PORTUGAL,ACICLOVIR CREMA,12.0,40572,ACICLOVIR,5 %,ACICLOVIR,1
1,1.0024,1650840.0,CLARITROMICINA 250mg JBE x 50ml - PORTUGAL,CLARITROMICINA - JARABE,12.0,38799,CLARITROMICINA,250 mg/ 5 mL,CLARITROMICINA,1
2,1.0024,1650840.0,CLARITROMICINA 250mg JBE x 50ml - PORTUGAL,CLARITROMICINA - JARABE,12.0,38945,CLARITROMICINA,250 mg/ 5 mL,CLARITROMICINA,1
3,1.0024,1650840.0,CLARITROMICINA 250mg JBE x 50ml - PORTUGAL,CLARITROMICINA - JARABE,12.0,40537,CLARITROMICINA,250 mg/ 5 mL,CLARITROMICINA,1
1,0.8032,1653968.0,TIBEX 1.5mg x 1 TAB - FARMINDUSTRIA,PILDORA DE EMERGENCIA,1.0,46172,TIBEX,1.5 mg,LEVONORGESTREL,1
1,0.8719,1655340.0,SOLUTRES 150mg AMP x 1ml,<NINGUNO>,1.0,35477,SOLUTRES,150 mg/ mL,MEDROXIPROGESTERONA ACETATO,1
1,1.0055,1660847.0,CLINFOL DUO 100mg/400mg x 7 OV. VAG,CLINDAMICINA TABLETA,7.0,41611,CLINFOL,100 mg,CLINDAMICINA FOSFATO,7
2,0.9555,1660847.0,CLINFOL DUO 100mg/400mg x 7 OV. VAG,CLINDAMICINA TABLETA,7.0,57892,CLINFOL,100 mg,CLINDAMICINA FOSFATO,3
1,0.8844,1660954.0,PROGENDO 200mg x 30 CAP,<NINGUNO>,30.0,46019,PROGENDO,200 mg,PROGESTERONA,30
1,0.9818,1663761.0,FLUCONAZOL 150mg x 2 CAP - PORTUGAL,FLUCONAZOL,2.0,4987,FLUCONAZOL,150 mg,FLUCONAZOL,2
2,0.9818,1663761.0,FLUCONAZOL 150mg x 2 CAP - PORTUGAL,FLUCONAZOL,2.0,38759,FLUCONAZOL,150 mg,FLUCONAZOL,2
3,0.9818,1663761.0,FLUCONAZOL 150mg x 2 CAP - PORTUGAL,FLUCONAZOL,2.0,39613,FLUCONAZOL,150 mg,FLUCONAZOL,2
1,0.8607,1664447.0,ADAX FLU FORTE JBE. x 60ml,PSEUDOEFREDRINA JARABE,1.0,39736,ADAX FLU,100 mg + 15 mg/ 5 mL,IBUPROFENO + CLORHIDRATO DE PSEUDOEFEDRINA,1
2,0.8334,1664447.0,ADAX FLU FORTE JBE. x 60ml,PSEUDOEFREDRINA JARABE,1.0,46086,ADAX,100 mg/ 5 mL,IBUPROFENO,1
3,0.8334,1664447.0,ADAX FLU FORTE JBE. x 60ml,PSEUDOEFREDRINA JARABE,1.0,46087,ADAX,100 mg/ 5 mL,IBUPROFENO,1
1,0.8199,1682768.0,VENTIMAX 100mg INHALADOR AER. x 250 DOSIS,<NINGUNO>,1.0,11352,VENTIMAX,100 mcg/ dosis,SALBUTAMOL,1
2,0.8199,1682768.0,VENTIMAX 100mg INHALADOR AER. x 250 DOSIS,<NINGUNO>,1.0,25188,VENTIMAX,100 mcg/ dosis,SALBUTAMOL,1
3,0.8011,1682768.0,VENTIMAX 100mg INHALADOR AER. x 250 DOSIS,<NINGUNO>,1.0,58428,VENTIMAX,100 mcg/ dosis,SALBUTAMOL SULFATO,1
1,0.9595,1687161.0,AZITROMICINA 200mg SUSP x 15ml - PORTUGAL,AZITROMICINA JARABE,1.0,38280,AZITROMICINA,200 mg/ 5 mL,AZITROMICINA DIHIDRATO,1
2,0.9595,1687161.0,AZITROMICINA 200mg SUSP x 15ml - PORTUGAL,AZITROMICINA JARABE,1.0,38602,AZITROMICINA,200 mg/ 5 mL,AZITROMICINA DIHIDRATO,1
3,0.9595,1687161.0,AZITROMICINA 200mg SUSP x 15ml - PORTUGAL,AZITROMICINA JARABE,1.0,39234,AZITROMICINA,200 mg/ 5 mL,AZITROMICINA DIHIDRATO,1
1,0.8661,1690333.0,NASTIZOL JUNIOR GOTAS x 15ml,PSEUDOEFREDRINA 30MG GOTAS,1.0,41999,NASTIZOL,1 mg + 30 mg/ mL,CLORFENAMINA MALEATO + PSEUDOEFEDRINA SULFATO,1
2,0.8535,1690333.0,NASTIZOL JUNIOR GOTAS x 15ml,PSEUDOEFREDRINA 30MG GOTAS,1.0,41812,NASTIZOL JUNIOR,2 mg + 30 mg + 125 mg,CLORFENAMINA MALEATO + PARACETAMOL + PSEUDOEFEDRINA SULFATO,1
1,0.8857,1690440.0,NASTIZOL JUNIOR JBE x 100ml,PSEUDOEFREDRINA JARABE,1.0,41999,NASTIZOL,1 mg + 30 mg/ mL,CLORFENAMINA MALEATO + PSEUDOEFEDRINA SULFATO,1
2,0.8331,1690440.0,NASTIZOL JUNIOR JBE x 100ml,PSEUDOEFREDRINA JARABE,1.0,41812,NASTIZOL JUNIOR,2 mg + 30 mg + 125 mg,CLORFENAMINA MALEATO + PARACETAMOL + PSEUDOEFEDRINA SULFATO,1
1,0.9985,1690975.0,SERTRALINA 100mg x 10 TAB - GEN FAR,SERTRALINA 100MG TAB,10.0,40196,SERTRALINA,100 mg,SERTRALINA CLORHIDRATO,10
2,0.9985,1690975.0,SERTRALINA 100mg x 10 TAB - GEN FAR,SERTRALINA 100MG TAB,10.0,58785,SERTRALINA,100 mg,SERTRALINA CLORHIDRATO,10
3,0.9367,1690975.0,SERTRALINA 100mg x 10 TAB - GEN FAR,SERTRALINA 100MG TAB,10.0,40197,SERTRALINA,50 mg,SERTRALINA CLORHIDRATO,10
1,1.0778,1692454.0,GRAVOL A/P 75mg CAP x 84,DIMENHIDRINATO - TABLETA,84.0,37382,GRAVOL A/P,75 mg,DIMENHIDRINATO,84
2,1.0778,1692454.0,GRAVOL A/P 75mg CAP x 84,DIMENHIDRINATO - TABLETA,84.0,56695,GRAVOL A/P,75 mg,DIMENHIDRINATO,84
3,1.0278,1692454.0,GRAVOL A/P 75mg CAP x 84,DIMENHIDRINATO - TABLETA,84.0,37381,GRAVOL A/P,75 mg,DIMENHIDRINATO,12
1,0.9758,1693782.0,DICLOFENACO 75mg x 100 AMP - LABOT,DICLOFENACO - AMPOLLA,100.0,43500,DICLOFENACO,75 mg/ 3 mL,DICLOFENACO SODICO,100
2,0.9758,1693782.0,DICLOFENACO 75mg x 100 AMP - LABOT,DICLOFENACO - AMPOLLA,100.0,55884,DICLOFENACO,75 mg/ 3 mL,DICLOFENACO SODICO,100
3,0.8949,1693782.0,DICLOFENACO 75mg x 100 AMP - LABOT,DICLOFENACO - AMPOLLA,100.0,43367,DICLOFENACO,50 mg,DICLOFENACO SODICO,100
1,0.9135,1699831.0,AMITRIPTILINA 25mg x 100 TAB - FARMINDUSTRIA,AMITRIPTILINA 25MG - TAB,100.0,30866,AMITRIPTILINA,25 mg,AMITRIPTILINA CLORHIDRATO,100
2,0.9135,1699831.0,AMITRIPTILINA 25mg x 100 TAB - FARMINDUSTRIA,AMITRIPTILINA 25MG - TAB,100.0,38210,AMITRIPTILINA,25 mg,AMITRIPTILINA CLORHIDRATO,100
3,0.9135,1699831.0,AMITRIPTILINA 25mg x 100 TAB - FARMINDUSTRIA,AMITRIPTILINA 25MG - TAB,100.0,38641,AMITRIPTILINA,25 mg,AMITRIPTILINA CLORHIDRATO,100
1,0.9714,1700056.0,RISPERIDONA 1mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,39625,RISPERIDONA,1 mg,RISPERIDONA,20
2,0.9143,1700056.0,RISPERIDONA 1mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,39626,RISPERIDONA,2 mg,RISPERIDONA,20
3,0.9143,1700056.0,RISPERIDONA 1mg x 20 TAB - FARMINDUSTRIA,RISPERIDONA TABLETA,20.0,51675,RISPERIDONA,2 mg,RISPERIDONA,20
1,1.0818,1700812.0,FURAZOLIDONA 100mg TAB x 100 - PORTUGAL,FURAZOLIDONA TABLETA,100.0,36982,FURAZOLIDONA,100 mg,FURAZOLIDONA,100
2,1.0318,1700812.0,FURAZOLIDONA 100mg TAB x 100 - PORTUGAL,FURAZOLIDONA TABLETA,100.0,43534,FURAZOLIDONA,100 mg,FURAZOLIDONA,30
3,0.9818,1700812.0,FURAZOLIDONA 100mg TAB x 100 - PORTUGAL,FURAZOLIDONA TABLETA,100.0,35654,FURAZOLIDONA,100 mg,FURAZOLIDONA,100
1,0.9545,1702391.0,LIDOCAINA 2% S/EP AMP x 20ml x 25UND - DANY,LIDOCAINA AMPOLLA,25.0,37844,LIDOCAINA,2 %,LIDOCAINA CLORHIDRATO,25
2,0.9545,1702391.0,LIDOCAINA 2% S/EP AMP x 20ml x 25UND - DANY,LIDOCAINA AMPOLLA,25.0,47610,LIDOCAINA,2 %,LIDOCAINA CLORHIDRATO,25
3,0.9045,1702391.0,LIDOCAINA 2% S/EP AMP x 20ml x 25UND - DANY,LIDOCAINA AMPOLLA,25.0,29081,LIDOCAINA,2 %,LIDOCAINA CLORHIDRATO,20
1,0.8273,1703398.0,AMIKACINA 1gr x 1 AMP - DANY,AMIKACINA AMPOLLA,1.0,61585,AMIKACINA,1 g/ 4 mL,AMIKACINA SULFATO,1
1,0.8183,1703405.0,DIMENHIDRINATO 50mg/5ml x 25AMP - DANY,<NINGUNO>,25.0,40228,DIMENHIDRINATO,50 mg,DIMENHIDRINATO,100
2,0.8008,1703405.0,DIMENHIDRINATO 50mg/5ml x 25AMP - DANY,<NINGUNO>,25.0,34297,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,25
3,0.8008,1703405.0,DIMENHIDRINATO 50mg/5ml x 25AMP - DANY,<NINGUNO>,25.0,37172,DIMENHIDRINATO,50 mg/ 5 mL,DIMENHIDRINATO,25
1,1.0818,1705205.0,CELECOXIB 200mg x 100 CAP - PORTUGAL,CELECOXIB,100.0,38545,CELECOXIB,200 mg,CELECOXIB,100
2,0.9818,1705205.0,CELECOXIB 200mg x 100 CAP - PORTUGAL,CELECOXIB,100.0,37633,CELECOXIB,200 mg,CELECOXIB,100
3,0.9818,1705205.0,CELECOXIB 200mg x 100 CAP - PORTUGAL,CELECOXIB,100.0,42596,CELECOXIB,200 mg,CELECOXIB,100
1,0.8485,1705847.0,AMOX.+ACIDO CLAVUL.500mg x 10 TAB - PORTUGAL,AMOXICILINA + ACIDO CLAV. - TABLETA,10.0,47689,AMOX,500 mg,AMOXICILINA TRIHIDRATO,100
1,1.0298,1706105.0,AMLODIPINO 5mg x 100 TAB - PORTUGAL,AMLODIPINO - TABLETA,100.0,36995,AMLODIPINO,5 mg,AMLODIPINO BESILATO,100
2,0.9798,1706105.0,AMLODIPINO 5mg x 100 TAB - PORTUGAL,AMLODIPINO - TABLETA,100.0,43529,AMLODIPINO,5 mg,AMLODIPINO BESILATO,10
3,0.9714,1706105.0,AMLODIPINO 5mg x 100 TAB - PORTUGAL,AMLODIPINO - TABLETA,100.0,55449,AMLODIPINO,5 mg,AMLODIPINO,100
1,1.0778,1706854.0,LANSOPRAZOL 30mg x 100 CAP - PORTUGAL,LANSOPRAZOL,100.0,40464,LANSOPRAZOL,30 mg,LANSOPRAZOL,100
2,1.0278,1706854.0,LANSOPRAZOL 30mg x 100 CAP - PORTUGAL,LANSOPRAZOL,100.0,43551,LANSOPRAZOL,30 mg,LANSOPRAZOL,20
3,0.9778,1706854.0,LANSOPRAZOL 30mg x 100 CAP - PORTUGAL,LANSOPRAZOL,100.0,49903,LANSOPRAZOL,30 mg,LANSOPRAZOL,100
1,0.9778,1707005.0,OMEPRAZOL 20mg x 100 CAP - FARMINDUSTRIA,OMEPRAZOL CAPSULA,100.0,38959,OMEPRAZOL,20 mg,OMEPRAZOL,100
2,0.9778,1707005.0,OMEPRAZOL 20mg x 100 CAP - FARMINDUSTRIA,OMEPRAZOL CAPSULA,100.0,40108,OMEPRAZOL,20 mg,OMEPRAZOL,100
3,0.9778,1707005.0,OMEPRAZOL 20mg x 100 CAP - FARMINDUSTRIA,OMEPRAZOL CAPSULA,100.0,40889,OMEPRAZOL,20 mg,OMEPRAZOL,100
1,0.9,1707861.0,TERBINAFINA 1% CREMA x 20gr - GEN FAR,<NINGUNO>,1.0,40215,TERBINAFINA,1 %,TERBINAFINA CLORHIDRATO,1
2,0.9,1707861.0,TERBINAFINA 1% CREMA x 20gr - GEN FAR,<NINGUNO>,1.0,58807,TERBINAFINA,1 %,TERBINAFINA CLORHIDRATO,1
3,0.8,1707861.0,TERBINAFINA 1% CREMA x 20gr - GEN FAR,<NINGUNO>,1.0,37463,TERBINAFINA,1 %,TERBINAFINA CLORHIDRATO,1
1,1.0778,1707968.0,MELOXICAM 15mg x 100 TAB - PORTUGAL,MELOXICAM - TABLETAS,100.0,40307,MELOXICAM,15 mg,MELOXICAM,100
2,1.0278,1707968.0,MELOXICAM 15mg x 100 TAB - PORTUGAL,MELOXICAM - TABLETAS,100.0,43537,MELOXICAM,15 mg,MELOXICAM,10
3,0.9778,1707968.0,MELOXICAM 15mg x 100 TAB - PORTUGAL,MELOXICAM - TABLETAS,100.0,37666,MELOXICAM,15 mg,MELOXICAM,100
1,0.8615,1708012.0,DIOXAFLEX CB PLUS x 120 CAP,DICLOFENACO - TABLETA,120.0,43887,DIOXAFLEX CB PLUS,50 mg + 4 mg,DICLOFENACO POTASICO,120
2,0.8615,1708012.0,DIOXAFLEX CB PLUS x 120 CAP,DICLOFENACO - TABLETA,120.0,60567,DIOXAFLEX CB,50 mg,DICLOFENACO POTASICO,120
3,0.8115,1708012.0,DIOXAFLEX CB PLUS x 120 CAP,DICLOFENACO - TABLETA,120.0,54833,DIOXAFLEX,75 mg/ 3 mL,DICLOFENACO SODICO,3
1,0.8673,1709233.0,ESOMEPRAZOL 40mg x 10 TAB - GEN FAR,<NINGUNO>,10.0,43921,ESOMEPRAZOL,40 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,10
2,0.8673,1709233.0,ESOMEPRAZOL 40mg x 10 TAB - GEN FAR,<NINGUNO>,10.0,60334,ESOMEPRAZOL,40 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,10
3,0.8228,1709233.0,ESOMEPRAZOL 40mg x 10 TAB - GEN FAR,<NINGUNO>,10.0,43922,ESOMEPRAZOL,20 mg,ESOMEPRAZOL MAGNESIO TRIHIDRATO,10
1,0.8318,1710819.0,DEQUAZOL 500mg TAB x 60,METRONIDAZOL - TABLETA,60.0,35124,DEQUAZOL ORAL 500,500 mg,METRONIDAZOL,60
1,0.9375,1710926.0,NEURYL 2mg x 120 COMP - BAGO,CLONAZEPAN 2MG,120.0,39981,NEURYL 2,2 mg,CLONAZEPAM,120
2,0.8875,1710926.0,NEURYL 2mg x 120 COMP - BAGO,CLONAZEPAN 2MG,120.0,39972,NEURYL 2,2 mg,CLONAZEPAM,20
3,0.8875,1710926.0,NEURYL 2mg x 120 COMP - BAGO,CLONAZEPAN 2MG,120.0,48205,NEURYL 2,2 mg,CLONAZEPAM,1
1,1.06,1712619.0,SUPRACALM 1G x 100 COMP,PARACETAMOL 500MG.TABLETAS,100.0,49861,SUPRACALM,1 g,PARACETAMOL,100
2,1.01,1712619.0,SUPRACALM 1G x 100 COMP,PARACETAMOL 500MG.TABLETAS,100.0,49860,SUPRACALM,1 g,PARACETAMOL,10
1,0.875,1717119.0,ENDOVIT 5% SOL. INY x 1000ml - TRIFARMA,<NINGUNO>,1.0,35556,ENDOVIT,5 %,ASCORBICO ACIDO + NICOTINAMIDA + PANTENOL + PIRIDOXINA CLORHIDRATO + RIBOFLAVINA FOSFATO SODICO DIHIDRATO + GLUCOSA ANHIDRA,1
1,0.8286,1719454.0,ERGONEX x 100 TAB - AC FARMA,ERGOTAMINA 1MG TAB,100.0,41776,ERGONEX®,1 mg + 100 mg,CAFEINA + ERGOTAMINA TARTRATO,100
1,0.9611,1720933.0,SILDENAFILO 50mg x 10 TAB - HERSIL,SILDENAFILO 50MG - TABLETA,10.0,10017,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
2,0.9611,1720933.0,SILDENAFILO 50mg x 10 TAB - HERSIL,SILDENAFILO 50MG - TABLETA,10.0,40232,SILDENAFILO,50 mg,SILDENAFILO CITRATO,4
3,0.9278,1720933.0,SILDENAFILO 50mg x 10 TAB - HERSIL,SILDENAFILO 50MG - TABLETA,10.0,41836,SILDENAFILO,50 mg,SILDENAFILO,50
1,0.859,1721619.0,VALSARTAN 80mg x 14 TAB - GEN FAR,<NINGUNO>,14.0,40195,VALSARTAN,80 mg,VALSARTAN,14
2,0.859,1721619.0,VALSARTAN 80mg x 14 TAB - GEN FAR,<NINGUNO>,14.0,59013,VALSARTAN,80 mg,VALSARTAN,14
3,0.8013,1721619.0,VALSARTAN 80mg x 14 TAB - GEN FAR,<NINGUNO>,14.0,40194,VALSARTAN,160 mg,VALSARTAN,14
1,0.8674,1722298.0,ISOPRINOSINE 250mg/5ml x 120ML,<NINGUNO>,1.0,50891,ISOPRINOSINE,250 mg/ 5 mL,METISOPRINOL,1
1,0.98,1722733.0,MAGALDRAX x 200ML,MAGALDRATO/SIMETICONA JARABE,1.0,49139,MAGALDRAX,800 mg + 60 mg/ 10 mL,MAGALDRATO + SIMETICONA,1
1,1.0013,1726012.0,ZATRIX SL 0.25mg x 20TAB - FARMINDUTRIA,CLONAZEPAN 0.25MG,20.0,40429,ZATRIX SL,0.25 mg,CLONAZEPAM,20
2,1.0013,1726012.0,ZATRIX SL 0.25mg x 20TAB - FARMINDUTRIA,CLONAZEPAN 0.25MG,20.0,58965,ZATRIX SL,0.25 mg,CLONAZEPAM,20
3,0.9833,1726012.0,ZATRIX SL 0.25mg x 20TAB - FARMINDUTRIA,CLONAZEPAN 0.25MG,20.0,40428,ZATRIX,0.5 mg,CLONAZEPAM,20
1,1.0818,1733212.0,PARACETAMOL 500mg x 100 TAB - QUILAB,PARACETAMOL 500MG.TABLETAS,100.0,42111,PARACETAMOL,500 mg,PARACETAMOL,100
2,1.0318,1733212.0,PARACETAMOL 500mg x 100 TAB - QUILAB,PARACETAMOL 500MG.TABLETAS,100.0,43539,PARACETAMOL,500 mg,PARACETAMOL,30
3,0.9818,1733212.0,PARACETAMOL 500mg x 100 TAB - QUILAB,PARACETAMOL 500MG.TABLETAS,100.0,36917,PARACETAMOL,500 mg,PARACETAMOL,100
1,0.9393,1735333.0,CLORFENAMINA 10mg/1ml x 100 AMP - PHARMAGEN,CLORFENAMINA AMPOLLA,100.0,42690,CLORFENAMINA,10 mg/ mL,CLORFENAMINA MALEATO,100
2,0.9393,1735333.0,CLORFENAMINA 10mg/1ml x 100 AMP - PHARMAGEN,CLORFENAMINA AMPOLLA,100.0,54885,CLORFENAMINA,10 mg/ mL,CLORFENAMINA MALEATO,100
3,0.9393,1735333.0,CLORFENAMINA 10mg/1ml x 100 AMP - PHARMAGEN,CLORFENAMINA AMPOLLA,100.0,54930,CLORFENAMINA,10 mg/ mL,CLORFENAMINA MALEATO,100
1,0.8452,1748575.0,BIOBRONCOL 500mg x 50 CAP - IQFARMA,<NINGUNO>,50.0,61056,BIOBRONCOL® S,500 mg,CEFALEXINA,50
1,0.9333,1748789.0,ATORVASTATINA 10mg x 100 TAB - PORTUGAL,ATORVASTATINA - 20MG TABLETA,100.0,47307,ATORVASTATINA,20 mg,ATORVASTATINA,100
2,0.9135,1748789.0,ATORVASTATINA 10mg x 100 TAB - PORTUGAL,ATORVASTATINA - 20MG TABLETA,100.0,54218,ATORVASTATINA,10 mg,ATORVASTATINA DE CALCIO TRIHIDRATO,100
3,0.9135,1748789.0,ATORVASTATINA 10mg x 100 TAB - PORTUGAL,ATORVASTATINA - 20MG TABLETA,100.0,54534,ATORVASTATINA,10 mg,ATORVASTATINA DE CALCIO TRIHIDRATO,100
1,0.9615,1750526.0,SUCRAXOL SUSPENSION x 200ml,SUCRALFATO,1.0,41865,SUCRAXOL,1 g/ 5 mL,SUCRALFATO,1
1,1.0818,1753654.0,CLARIMED 500mg x 50 TAB,CLARITROMICINA 500MG.TABLETAS,50.0,40854,CLARIMED,500 mg,CLARITROMICINA,50
2,1.0318,1753654.0,CLARIMED 500mg x 50 TAB,CLARITROMICINA 500MG.TABLETAS,50.0,40853,CLARIMED,500 mg,CLARITROMICINA,100
3,1.0318,1753654.0,CLARIMED 500mg x 50 TAB,CLARITROMICINA 500MG.TABLETAS,50.0,40855,CLARIMED,500 mg,CLARITROMICINA,10
1,0.8306,1759054.0,SALBUTAMOL AEROSOL 200 DOSIS - PHARMAGEN,SALBUTAMOL - AEROSOL,1.0,37583,SALBUTAMOL,100 mcg/ dosis,SALBUTAMOL SULFATO,1
1,0.9621,1759161.0,AMOXICLIN CL 250mg x 60 ml,AMOXICILINA + ACIDO CLAV. JARABE,1.0,45863,AMOXICLIN,250 mg/ 5 mL,AMOXICILINA TRIHIDRATO,1
2,0.9439,1759161.0,AMOXICLIN CL 250mg x 60 ml,AMOXICILINA + ACIDO CLAV. JARABE,1.0,49433,AMOXICLIN,500 mg/ 5 mL,AMOXICILINA TRIHIDRATO,1
3,0.9439,1759161.0,AMOXICLIN CL 250mg x 60 ml,AMOXICILINA + ACIDO CLAV. JARABE,1.0,51569,AMOXICLIN,500 mg/ 5 mL,AMOXICILINA TRIHIDRATO,1
1,0.8714,1762012.0,DESLORAT 5mg x 30 TAB - MEDROCK,<NINGUNO>,30.0,40028,DESLORAT,5 mg,DESLORATADINA,30
1,0.8229,1764026.0,PROCOPS 50mg x 10TAB,SILDENAFILO 50MG - TABLETA,10.0,41889,PROCOPS 50,50 mg,SILDENAFILO CITRATO,10
1,0.8974,1764775.0,APIRON 1g/2ml INY. x 5 AMPOLLAS,METAMIZOL AMPOLLA,5.0,41873,APIRON,1 g/ 2 mL,METAMIZOL SODICO MONOHIDRATO,5
2,0.8112,1764775.0,APIRON 1g/2ml INY. x 5 AMPOLLAS,METAMIZOL AMPOLLA,5.0,32642,APIRON,500 mg/ mL,METAMIZOL SODICO MONOHIDRATO,1
3,0.8112,1764775.0,APIRON 1g/2ml INY. x 5 AMPOLLAS,METAMIZOL AMPOLLA,5.0,54169,APIRON,500 mg/ mL,METAMIZOL SODICO MONOHIDRATO,1
1,0.8014,1765675.0,OTOMICIN GOTAS OTICAS x 10ml,<NINGUNO>,1.0,49013,OTOMICIN,40 mg + 10 mg + 20 mg/ mL,BENZOCAINA + FENAZONA + SULFANILAMIDA,1
1,0.8949,1767582.0,VINIL 75mg/3ml CAJA x 6 AMPOLLAS,DICLOFENACO - AMPOLLA,6.0,42394,VINIL,75 mg/ 3 mL,DICLOFENACO SODICO,6
1,0.8556,1768375.0,DEFLAZACORT 30mg x 10 TAB - GEN FAR,<NINGUNO>,10.0,55995,DEFLAZACORT,30 mg,DEFLAZACORT,10
2,0.8556,1768375.0,DEFLAZACORT 30mg x 10 TAB - GEN FAR,<NINGUNO>,10.0,61479,DEFLAZACORT,30 mg,DEFLAZACORT,10
1,0.9818,1773454.0,ATENOLOL 100mg x 100 TAB - IQFARMA,ATENOLOL - TABLETA,100.0,39738,ATENOLOL,100 mg,ATENOLOL,100
2,0.9818,1773454.0,ATENOLOL 100mg x 100 TAB - IQFARMA,ATENOLOL - TABLETA,100.0,40900,ATENOLOL,100 mg,ATENOLOL,100
3,0.9818,1773454.0,ATENOLOL 100mg x 100 TAB - IQFARMA,ATENOLOL - TABLETA,100.0,44958,ATENOLOL,100 mg,ATENOLOL,100
1,0.8652,1775682.0,VERTE 120MG x 60 CAP,<NINGUNO>,60.0,44743,VERTE,120 mg,ORLISTAT,60
2,0.8652,1775682.0,VERTE 120MG x 60 CAP,<NINGUNO>,60.0,56230,VERTE,120 mg,ORLISTAT,60
3,0.8652,1775682.0,VERTE 120MG x 60 CAP,<NINGUNO>,60.0,61660,VERTE,120 mg,ORLISTAT,60
1,0.9,1776689.0,MEDRAVOL x 100 TAB,DIMENHIDRINATO - TABLETA,100.0,44472,MEDRAVOL,50 mg,DIMENHIDRINATO,100
1,0.8221,1777703.0,ATOS 15MG/5ML JBE x 120 ML,<NINGUNO>,1.0,39026,ATOS,15 mg/ 5 mL,DEXTROMETORFANO BROMHIDRATO,1
2,0.8221,1777703.0,ATOS 15MG/5ML JBE x 120 ML,<NINGUNO>,1.0,45970,ATOS,15 mg/ 5 mL,DEXTROMETORFANO BROMHIDRATO,1
3,0.8221,1777703.0,ATOS 15MG/5ML JBE x 120 ML,<NINGUNO>,1.0,58417,ATOS,15 mg/ 5 mL,DEXTROMETORFANO BROMHIDRATO,1
1,0.9214,1779610.0,ACIDO FUSIDICO 2% CREMA x 15gr - GEN FAR,<NINGUNO>,1.0,40091,ACIDO FUSIDICO,2 %,ACIDO FUSIDICO,1
2,0.9214,1779610.0,ACIDO FUSIDICO 2% CREMA x 15gr - GEN FAR,<NINGUNO>,1.0,59210,ACIDO FUSIDICO,2 %,ACIDO FUSIDICO,1
3,0.8214,1779610.0,ACIDO FUSIDICO 2% CREMA x 15gr - GEN FAR,<NINGUNO>,1.0,45249,ACIDO FUSIDICO,2 %,ACIDO FUSIDICO,1
1,0.8949,1780761.0,BETASPORINA 1gr IV x 1 AMP,CEFTRIAXONA AMPOLLA,1.0,41624,BETASPORINA,1 g,CEFTRIAXONA SODICA 3 1/2 HIDRATO,1
2,0.8949,1780761.0,BETASPORINA 1gr IV x 1 AMP,CEFTRIAXONA AMPOLLA,1.0,41625,BETASPORINA,1 g,CEFTRIAXONA SODICA 3 1/2 HIDRATO,1
3,0.8949,1780761.0,BETASPORINA 1gr IV x 1 AMP,CEFTRIAXONA AMPOLLA,1.0,47843,BETASPORINA,1 g,CEFTRIAXONA SODICA 3 1/2 HIDRATO + LIDOCAINA CLORHIDRATO,1
1,0.9124,1781447.0,BAGOFLOX 500MG x 14 COMP.,LEVOFLOXACINO 500MG - TAB,14.0,41793,BAGOFLOX 500,500 mg,LEVOFLOXACINO HEMIHIDRATO,14
2,0.826,1781447.0,BAGOFLOX 500MG x 14 COMP.,LEVOFLOXACINO 500MG - TAB,14.0,41794,BAGOFLOX 750,750 mg,LEVOFLOXACINO HEMIHIDRATO,5
1,1.0333,1781554.0,DEGRALER GOTAS x 15 ML,LEVOCETIRIZINA,1.0,41796,DEGRALER,5 mg/ mL,LEVOCETIRIZINA DICLORHIDRATO,1
2,1.0143,1781554.0,DEGRALER GOTAS x 15 ML,LEVOCETIRIZINA,1.0,41797,DEGRALER,2.5 mg/ 5 mL,LEVOCETIRIZINA DICLORHIDRATO,1
3,0.9833,1781554.0,DEGRALER GOTAS x 15 ML,LEVOCETIRIZINA,1.0,41795,DEGRALER,5 mg,LEVOCETIRIZINA DICLORHIDRATO,100
1,1.0,1781661.0,DEGRALER JBE x 100 ML,LEVOCETIRIZINA,1.0,41796,DEGRALER,5 mg/ mL,LEVOCETIRIZINA DICLORHIDRATO,1
2,1.0,1781661.0,DEGRALER JBE x 100 ML,LEVOCETIRIZINA,1.0,41797,DEGRALER,2.5 mg/ 5 mL,LEVOCETIRIZINA DICLORHIDRATO,1
3,0.93,1781661.0,DEGRALER JBE x 100 ML,LEVOCETIRIZINA,1.0,41795,DEGRALER,5 mg,LEVOCETIRIZINA DICLORHIDRATO,100
